gene,ensemblid,chr,pm_ld,age_stage4,age_stage7,age_stage4_num,age_stage7_num,age_stage7_mya,age_genetree_num,age_phylos_num,age_protein_num,gene_age_num,Gene length (bp),CDS Length,CDS/Transcript Length ratio,Transcript length (bp),Protein size (aa),Transcript count,GC content,Number of SNPs (Gene),Exon Counts,Intron Counts,Number of SNPs (Transcript),LOEUF,pLI,Missense/Synonymous ratio,Nonsense/Synonymous ratio,Mouse dS value,Chimp dS value,Gorilla dS value,pLI_class,LOEUF_class,dN/dS ratio mouse,dN/dS ratio Chimp,dN/dS ratio Gorilla,pm_pleio3,pm_pleio5,pm10,pm100,group_id,ifhsd2,pn_ld,pn_pleio3,pn_pleio5,pn10,pn100,cis_egene,cis_sgene,trans_egene,iftf,tf_sum,tau,ogee_connectivity,enhancer_n,po_pergene,essential_score,GES,GES_class,ifspecific,pn_ld_clumped_snps,pn_mean_maf,pn_median_maf,pm_ld_clumped_snps,pm_mean_maf,pm_median_maf,high_pn,high_pm,length_bin,snp_bin,ld_bin,maf_bin,Euteleostomi,Eutheria
TSLP,ENSG00000145777,5,7.98981680649179,Amniota,Theria,3,5,160,5,16,13,132,4263,480,0.183136208,2621,159,3,43.11,2101,5,4,1802,1.60116666666667,0.0319807650166667,2.294117647,0.117647059,0.6617,0.0308,0.0864,Tolerant,Tolerant,0.941060904,1.798701299,0.625,High pleiotropy,5th,10,92,,Singletons,10.9182791086187,Intermediate pleiotropy,4th,8,75,FALSE,FALSE,FALSE,FALSE,8,0.816321741,6,16,17,0.0299406333124872,-0.0299406333124872,Non_essentialty,Specific,2,0.343387,0.343387,1,0.356807,0.356807,FALSE,TRUE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.243,0.353]",FALSE,FALSE
TSN,ENSG00000211460,2,5.54138073647349,Euteleostomi,Euteleostomi,1,1,429,1,2,2,1488,4395,447,0.134314904,3328,148,12,44,6228,5,4,2659,0.456833333333333,0.769651666666667,1.4,0.142857143,0.4165,0,0,Intermediate,Intolerant,0.015606242,,,Low pleiotropy,1st,1,5,,Singletons,7.70059874260129,Low pleiotropy,1st,2,18,FALSE,FALSE,FALSE,TRUE,22,0.184174164,2,6,51,-0.0225703346153654,0.0225703346153654,Non_essentialty,Non_specific,3,0.0585037933333333,0.0197775,3,0.0592485333333333,0.0197775,FALSE,FALSE,"(3.74e+03,5.4e+03]","(4.34e+03,8.75e+03]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
TSNARE1,ENSG00000171045,8,7.1869223965469,Tetrapoda,Tetrapoda,2,2,352,2,,4,78,4012,834,0.395260664,2110,277,8,55.69,46964,11,10,33079,1.1001935483871,0.0039564420074966,2.1,0.090909091,,0.0117,0.0396,Tolerant,Tolerant,,0.290598291,0.214646465,High pleiotropy,5th,9,84,,Singletons,13.1031579977457,High pleiotropy,5th,9,90,TRUE,TRUE,FALSE,FALSE,36,0.251216302,1,33,103,0.0426466727799166,-0.0426466727799166,Non_essentialty,Non_specific,1,0.439772,0.439772,1,0.439772,0.439772,TRUE,TRUE,"(3.74e+03,5.4e+03]","(1.93e+04,8.49e+05]","[1,2]","(0.353,0.5]",FALSE,FALSE
TSNAX,ENSG00000116918,1,6.26192895426467,Euteleostomi,Euteleostomi,1,1,429,1,1,2,645,6239,873,0.33143508,2634,290,5,37.66,7738,6,5,7734,0.720666666666667,0.327793,1.894736842,0.052631579,0.6701,0.0058,0,Intermediate,Tolerant,0.069094165,0.25862069,,Intermediate pleiotropy,3rd,6,57,,Singletons,9.51262081706706,Intermediate pleiotropy,3rd,6,53,TRUE,FALSE,FALSE,TRUE,13,0.124749505,2,9,20,-0.0553022397543222,0.0553022397543222,Non_essentialty,Non_specific,1,0.372721,0.372721,1,0.372721,0.372721,FALSE,FALSE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
TSNAXIP1,ENSG00000102904,16,7.44036451965014,Amniota,Amniota,3,3,319,3,6,5,332,3852,1977,0.813915191,2429,658,16,52.87,6143,16,15,4867,1.26320454545455,0.0021460946223559,2.416243655,0.157360406,0.7631,0.0156,0.0155,Tolerant,Tolerant,0.208360634,0.403846154,0.55483871,High pleiotropy,5th,9,87,,Singletons,12.9079864266979,High pleiotropy,5th,9,89,TRUE,FALSE,FALSE,FALSE,8,0.727649075,,16,17,-0.0194412398640207,0.0194412398640207,Non_essentialty,Non_specific,2,0.09571445,0.09571445,2,0.09571445,0.09571445,TRUE,TRUE,"(3.74e+03,5.4e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",FALSE,FALSE
TSPAN1,ENSG00000117472,1,6.77553987153435,Euteleostomi,Euteleostomi,1,1,429,1,5,7,645,2370,726,0.448424954,1619,241,9,50.7,2335,9,8,2332,1.168,3.33453333333333e-07,1.986111111,0.041666667,0.4252,0.0046,0.0353,Tolerant,Tolerant,0.44261524,0.456521739,0.113314448,Intermediate pleiotropy,4th,8,76,,Singletons,10.1288264902207,Intermediate pleiotropy,4th,7,64,FALSE,FALSE,FALSE,FALSE,12,0.550269578,,24,38,-0.0361018267945764,0.0361018267945764,Non_essentialty,Non_specific,2,0.20351535,0.20351535,2,0.20351535,0.20351535,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
TSPAN10,ENSG00000182612,17,9.53972586520933,Tetrapoda,Tetrapoda,2,2,352,2,5,7,544,4745,1182,0.643440392,1837,393,5,55.78,2982,4,3,2968,1.46725,0.00020969775,1.976047904,0.095808383,1.0009,0.1117,0.0206,Tolerant,Tolerant,0.262963333,0.558639212,0.441747573,High pleiotropy,5th,10,98,,Singletons,14.7231552853648,High pleiotropy,5th,10,95,FALSE,FALSE,FALSE,FALSE,4,0.849359199,,31,,0.312012716990626,-0.312012716990626,Non_essentialty,Specific,1,0.475264,0.475264,1,0.357114,0.357114,TRUE,TRUE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
TSPAN11,ENSG00000110900,12,5.91346996191691,Eutheria,Primate,4,7,66,9,3,4,544,7116,762,0.138344227,5508,253,4,51.34,13594,8,7,13432,1.216625,0.010339705646625,2.08988764,0.078651685,,0.0132,0.0263,Tolerant,Tolerant,,0.651515152,0.326996198,Intermediate pleiotropy,2nd,3,30,,Singletons,8.21907014459679,Intermediate pleiotropy,2nd,3,27,FALSE,FALSE,FALSE,FALSE,13,0.669292698,,9,66,-0.152370384003545,0.152370384003545,Non_essentialty,Non_specific,5,0.11958128,0.146102,9,0.0734597122222222,0.0466619,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","(3,61]","(0.0795,0.152]",FALSE,FALSE
TSPAN12,ENSG00000106025,7,6.12229905362212,Euteleostomi,Euteleostomi,1,1,429,1,,6,645,3368,918,0.328091494,2798,305,7,37.17,13157,8,7,13149,0.705636363636364,0.239593454545455,2.416666667,0.111111111,0.4931,0,0,Intermediate,Tolerant,0.019265869,,,Intermediate pleiotropy,3rd,5,48,,Singletons,10.1767843542975,Intermediate pleiotropy,4th,7,65,FALSE,FALSE,FALSE,FALSE,9,0.452674394,1,33,1,0.0610463029102579,-0.0610463029102579,Non_essentialty,Non_specific,3,0.0827780666666667,0.0203395,3,0.0827780666666667,0.0203395,FALSE,FALSE,"(2.35e+03,3.74e+03]","(8.75e+03,1.93e+04]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
TSPAN13,ENSG00000106537,7,5.96052161997182,Euteleostomi,Euteleostomi,1,1,429,1,,7,645,2004,615,0.32835024,1873,204,2,39.01,6794,6,5,6794,1.14,0.00045223,1.367647059,0.044117647,0.4886,0,0,Tolerant,Tolerant,0.058943921,,,Intermediate pleiotropy,2nd,4,34,,Singletons,8.85079917548425,Intermediate pleiotropy,2nd,4,40,FALSE,FALSE,TRUE,FALSE,5,0.348155752,,20,50,0.135498635686232,-0.135498635686232,Non_essentialty,Non_specific,3,0.303384166666667,0.429774,4,0.223884975,0.2349114,FALSE,FALSE,"[211,2.35e+03]","(4.34e+03,8.75e+03]","(2,3]","(0.353,0.5]",TRUE,FALSE
TSPAN14,ENSG00000108219,10,7.21348031723798,Euteleostomi,Euteleostomi,1,1,429,1,,7,454,17889,813,0.050120215,16221,270,10,49.31,16208,11,10,16155,0.717916666666667,0.0833596666666667,1.482758621,0.022988506,0.5555,0,0,Tolerant,Tolerant,0.020882088,,,High pleiotropy,5th,9,85,,Singletons,15.5350478108729,High pleiotropy,5th,10,97,TRUE,TRUE,FALSE,FALSE,96,0.28541977,112,23,29,-0.0326052258644481,0.0326052258644481,Non_essentialty,Non_specific,2,0.1218406,0.1218406,3,0.246563833333333,0.183713,TRUE,TRUE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.0795,0.152]",TRUE,FALSE
TSPAN15,ENSG00000099282,10,6.09296600234631,Euteleostomi,Euteleostomi,1,1,429,1,,5,645,2651,885,0.519671169,1703,294,8,51.45,11244,8,7,11244,1.0555,0.000877351125,1.97752809,0.08988764,0.748,0,0,Tolerant,Tolerant,0.051604278,,,Intermediate pleiotropy,3rd,5,46,,Singletons,9.87146518826014,Intermediate pleiotropy,3rd,6,60,TRUE,FALSE,FALSE,FALSE,21,0.372085925,,35,27,-0.00545993042117609,0.00545993042117609,Non_essentialty,Non_specific,4,0.15732085,0.11488545,3,0.198533166666667,0.225045,FALSE,FALSE,"(2.35e+03,3.74e+03]","(8.75e+03,1.93e+04]","(3,61]","(0.0795,0.152]",TRUE,FALSE
TSPAN16,ENSG00000130167,19,5.98935488431864,Eutheria,Eutheria,4,6,99,6,,12,382,1561,738,0.709615385,1040,245,6,48.68,6665,7,6,6662,1.19990909090909,6.57282581818182e-05,2.12195122,0.073170732,,0.0144,0.0136,Tolerant,Tolerant,,0.819444444,1.058823529,Intermediate pleiotropy,2nd,4,37,,Singletons,8.7023465227471,Intermediate pleiotropy,2nd,4,37,TRUE,FALSE,FALSE,FALSE,8,0.999770664,,9,22,-0.0371243130340663,0.0371243130340663,Non_essentialty,Specific,1,0.445958,0.445958,3,0.282203666666667,0.296504,FALSE,FALSE,"[211,2.35e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",FALSE,TRUE
TSPAN17,ENSG00000048140,5,5.8424435990268,Euteleostomi,Euteleostomi,1,1,429,1,3,4,645,5215,567,0.201779359,2810,188,9,58.7,2799,4,3,2772,1.13691666666667,3.9573019645e-06,2.303571429,0.142857143,0.5215,0.0269,0.0298,Tolerant,Tolerant,0.031639501,0.05204461,0.137583893,Intermediate pleiotropy,2nd,3,24,,Singletons,5.60547615356131,Low pleiotropy,1st,1,2,TRUE,FALSE,FALSE,FALSE,9,0.181950757,,20,34,0.0390733906233099,-0.0390733906233099,Non_essentialty,Non_specific,4,0.07103915,0.04445465,4,0.07103915,0.04445465,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
TSPAN18,ENSG00000157570,11,5.894357085334,Euteleostomi,Euteleostomi,1,1,429,1,,5,645,5871,747,0.176637503,4229,248,13,50.12,40490,9,8,32996,0.935266666666667,0.0224007933333333,1.515789474,0.052631579,0.6449,0,0,Tolerant,Tolerant,0.073964956,,,Intermediate pleiotropy,2nd,3,29,,Singletons,8.20337000501124,Intermediate pleiotropy,2nd,3,27,FALSE,FALSE,TRUE,FALSE,45,0.390146428,,75,62,-0.037576128666055,0.037576128666055,Non_essentialty,Non_specific,8,0.14068560625,0.13025415,9,0.125376994444444,0.102562,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.0795,0.152]",TRUE,FALSE
TSPAN19,ENSG00000231738,12,5.90333823250676,Amniota,Amniota,3,3,319,3,,,55,4085,747,0.733791749,1018,248,8,34.17,4304,9,8,4304,1.9145,0.0005966989975,3,0.178571429,,0,0.0111,Tolerant,Tolerant,,,0.990990991,Intermediate pleiotropy,2nd,3,29,,Singletons,8.1501351493219,Intermediate pleiotropy,2nd,3,26,FALSE,FALSE,FALSE,FALSE,3,0.94072814,,6,23,0.0993159513600144,-0.0993159513600144,Non_essentialty,Specific,1,0.27015,0.27015,1,0.493214,0.493214,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.243,0.353]",FALSE,FALSE
TSPAN2,ENSG00000134198,1,6.44892137556198,Tetrapoda,Tetrapoda,2,2,352,2,3,7,544,3413,666,0.207089552,3216,221,4,43.45,8275,8,7,8275,1.237,1.02505142857143e-07,2.226666667,0.066666667,0.4296,0.0845,0.1038,Tolerant,Tolerant,0.073556797,0.816568047,0.619460501,Intermediate pleiotropy,4th,7,66,,Singletons,10.5582917205269,Intermediate pleiotropy,4th,8,71,TRUE,TRUE,TRUE,FALSE,17,0.5903114,,19,26,0.0651026505688133,-0.0651026505688133,Non_essentialty,Non_specific,2,0.212082,0.212082,2,0.249943,0.249943,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.152,0.243]",FALSE,FALSE
TSPAN3,ENSG00000140391,15,7.38753426140537,Euteleostomi,Euteleostomi,1,1,429,1,,5,645,8506,762,0.117828978,6467,253,10,41.92,9140,7,6,6239,0.9984,0.2313201,1.594594595,0.027027027,0.3957,0,0,Intermediate,Tolerant,0.038412939,,,High pleiotropy,5th,9,87,,Singletons,11.6667323116126,High pleiotropy,5th,9,82,TRUE,FALSE,TRUE,FALSE,18,0.169369585,,36,100,0.0510076568848174,-0.0510076568848174,Non_essentialty,Non_specific,1,0.321133,0.321133,1,0.336733,0.336733,TRUE,TRUE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.243,0.353]",TRUE,FALSE
TSPAN31,ENSG00000135452,12,7.20651733711781,Eutheria,Eutheria,4,6,99,6,,4,645,5251,633,0.172104405,3678,210,14,51.31,2791,6,5,1313,0.953,0.0909547311111111,2.122807018,0.070175439,0.448,0.019,0.019,Tolerant,Tolerant,0.149776786,0.342105263,0.342105263,High pleiotropy,5th,9,84,,Singletons,14.572240918673,High pleiotropy,5th,10,95,TRUE,FALSE,FALSE,FALSE,9,0.183190571,,15,8,-0.271852386064784,0.271852386064784,Non_essentialty,Non_specific,1,0.428136,0.428136,1,0.479409,0.479409,TRUE,TRUE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",FALSE,TRUE
TSPAN32,ENSG00000064201,11,6.6095652801428,Amniota,Mammalia,3,4,180,4,,9,382,3793,963,0.730652504,1318,320,17,63.03,4325,10,9,4306,1.67065,0.00117042514318686,2.052238806,0.082089552,0.7179,0.021,0.0298,Tolerant,Tolerant,0.332218972,0.757142857,0.382550336,Intermediate pleiotropy,4th,8,72,,Singletons,8.6286762694697,Intermediate pleiotropy,2nd,4,35,TRUE,TRUE,TRUE,FALSE,4,0.807895859,,11,13,0.0117927519398352,-0.0117927519398352,Non_essentialty,Specific,1,0.362358,0.362358,3,0.0759898333333333,0.062363,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
TSPAN33,ENSG00000158457,7,5.92080741206543,Euteleostomi,Euteleostomi,1,1,429,1,,4,645,3530,852,0.28871569,2951,283,4,48.41,4842,8,7,4842,0.892666666666667,3.99876666666667e-05,1.922077922,0.103896104,0.4835,,0,Tolerant,Tolerant,0.031437435,,,Intermediate pleiotropy,2nd,4,31,,Singletons,9.39646999150664,Intermediate pleiotropy,3rd,6,51,TRUE,FALSE,TRUE,FALSE,10,0.433477134,,25,46,0.00539648922387197,-0.00539648922387197,Non_essentialty,Non_specific,2,0.053054,0.053054,2,0.053081,0.053081,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","[1,2]","[0.00191,0.0795]",TRUE,FALSE
TSPAN4,ENSG00000214063,11,6.86939560578561,Euteleostomi,Euteleostomi,1,1,429,1,,7,645,5837,717,0.490424077,1462,238,20,65.02,7004,9,8,6486,1.636,0.000302289708368957,1.394160584,0.072992701,0.9335,0.027,0.0461,Tolerant,Tolerant,0.030637386,0.062962963,0.112798265,Intermediate pleiotropy,4th,8,78,491,Duplicates,11.8761732303797,High pleiotropy,5th,9,84,TRUE,FALSE,TRUE,FALSE,25,0.211966061,,11,22,-0.0465614636812176,0.0465614636812176,Non_essentialty,Non_specific,2,0.1444875,0.1444875,2,0.1444875,0.1444875,TRUE,FALSE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
TSPAN5,ENSG00000168785,4,5.94450029061614,Tetrapoda,Tetrapoda,2,2,352,2,,4,332,7412,807,0.241111443,3347,268,10,41.92,35193,8,7,35193,0.5505,0.903235,1.402597403,0.038961039,0,0,0,Intolerant,Intolerant,,,,Intermediate pleiotropy,2nd,4,33,,Singletons,9.19027178580816,Intermediate pleiotropy,3rd,5,47,FALSE,FALSE,TRUE,FALSE,27,0.45989658,,46,29,0.0496314079553241,-0.0496314079553241,Non_essentialty,Non_specific,7,0.135275118571429,0.052685,7,0.222282057142857,0.256384,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",FALSE,FALSE
TSPAN8,ENSG00000127324,12,5.69826881056139,Tetrapoda,Tetrapoda,2,2,352,2,,7,544,2419,714,0.470976253,1516,237,7,37.02,60932,12,11,60932,0.912,0.00027656,2.833333333,0.083333333,0.965,0.021,0.0209,Tolerant,Tolerant,0.232642487,0.571428571,0.574162679,Low pleiotropy,1st,2,12,,Singletons,7.76384364451664,Low pleiotropy,1st,2,19,FALSE,FALSE,FALSE,FALSE,21,0.590414618,,20,46,-0.0763917690042514,0.0763917690042514,Non_essentialty,Non_specific,3,0.0680365333333333,0.0373553,1,0.443259,0.443259,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.93e+04,8.49e+05]","(2,3]","[0.00191,0.0795]",FALSE,FALSE
TSPAN9,ENSG00000011105,12,6.33137390738671,Euteleostomi,Euteleostomi,1,1,429,1,,4,544,6905,720,0.166589542,4322,239,9,52.13,46077,9,8,46069,0.874222222222222,0.0787858888888889,1.614457831,0.036144578,0.932,0.0264,0,Tolerant,Tolerant,0.014806867,0.064393939,,Intermediate pleiotropy,4th,7,61,,Singletons,9.87616295374424,Intermediate pleiotropy,3rd,6,60,FALSE,FALSE,TRUE,FALSE,29,0.236274092,,69,32,-0.0860776858848203,0.0860776858848203,Non_essentialty,Non_specific,6,0.2014586,0.1703738,6,0.232859833333333,0.2437715,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.152,0.243]",TRUE,FALSE
TSPEAR,ENSG00000175894,21,5.86822840748824,Euteleostomi,Euteleostomi,1,1,429,1,,6,680,4463,2010,0.507703966,3959,669,4,50.12,46090,12,11,46090,1.164,6.34998666666667e-22,1.948051948,0.090909091,0.8864,0.0245,0.0893,Tolerant,Tolerant,0.122518051,0.244897959,0.342665174,Intermediate pleiotropy,2nd,3,26,,Singletons,7.84563520550166,Low pleiotropy,1st,2,20,TRUE,FALSE,FALSE,FALSE,15,0.945567525,,31,5,0.100499553532741,-0.100499553532741,Non_essentialty,Specific,9,0.136005773333333,0.085018,10,0.137654116,0.12618555,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.0795,0.152]",TRUE,FALSE
TSPO,ENSG00000100300,22,6.68569008429293,Euteleostomi,Euteleostomi,1,1,429,1,,1,424,1422,510,0.474418605,1075,169,6,57.74,2757,4,3,2663,1.853875,7.053795e-05,1.698630137,0.150684932,0.7895,0.0205,0.0598,Tolerant,Tolerant,0.153134896,0.497560976,0.130434783,Intermediate pleiotropy,4th,8,74,,Singletons,9.94323494385437,Intermediate pleiotropy,4th,7,61,TRUE,TRUE,TRUE,FALSE,7,0.260905917,4,15,1,0.136836281446452,-0.136836281446452,Non_essentialty,Non_specific,2,0.20567495,0.20567495,2,0.20567495,0.20567495,FALSE,FALSE,"[211,2.35e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
TSPO2,ENSG00000112212,6,5.77123785503856,Amniota,Amniota,3,3,319,3,,11,645,1075,513,0.490909091,1045,170,3,55.91,491,4,3,491,1.66442857142857,5.82026428571429e-06,1.724137931,0.155172414,0.6204,0,0,Tolerant,Tolerant,0.369922631,,,Low pleiotropy,1st,2,18,,Singletons,8.64717037177265,Intermediate pleiotropy,2nd,4,36,FALSE,FALSE,FALSE,FALSE,1,0.98851412,,12,10,0.038180484912817,-0.038180484912817,Non_essentialty,Specific,1,0.229901,0.229901,1,0.333931,0.333931,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.152,0.243]",FALSE,FALSE
TSPYL1,ENSG00000189241,6,6.35486229224426,Eutheria,Eutheria,4,6,99,6,2,12,101,7342,1314,0.395069152,3326,437,2,39.82,2403,1,0,922,1.056,0.00013518,1.865853659,0.091463415,0.6041,0.0185,0.022,Tolerant,Tolerant,0.390167191,0.789189189,0.709090909,Intermediate pleiotropy,4th,7,62,310,Duplicates,10.1414805407255,Intermediate pleiotropy,4th,7,64,TRUE,FALSE,FALSE,FALSE,5,0.176920221,,8,3,-0.00710384656624722,0.00710384656624722,Non_essentialty,Non_specific,2,0.228568,0.228568,2,0.228427,0.228427,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",FALSE,TRUE
TSPYL4,ENSG00000187189,6,6.32729825911359,Eutheria,Eutheria,4,6,99,6,2,12,101,4180,1245,0.29784689,4180,414,1,47.75,980,1,0,980,1.643,0.0014348,2.14084507,0.098591549,0.6419,0.0089,0.023,Tolerant,Tolerant,0.199563795,0.382022472,0.191304348,Intermediate pleiotropy,3rd,6,60,310,Duplicates,10.2788532714606,Intermediate pleiotropy,4th,7,67,TRUE,FALSE,TRUE,FALSE,3,0.304380188,,9,19,-0.0175148991844711,0.0175148991844711,Non_essentialty,Non_specific,1,0.358946,0.358946,1,0.358946,0.358946,FALSE,FALSE,"(3.74e+03,5.4e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,TRUE
TSPYL5,ENSG00000180543,8,5.68343229740466,Eutheria,Eutheria,4,6,99,6,2,12,132,4491,1254,0.279225117,4491,417,1,49.7,1196,1,0,1196,,,1.715976331,0.017751479,0.7355,0.0771,0.0483,,,0.224745071,0.727626459,0.376811594,Low pleiotropy,1st,2,12,,Singletons,8.08243688478917,Intermediate pleiotropy,2nd,3,25,TRUE,FALSE,TRUE,FALSE,15,0.47035381,,14,44,-0.233903871456693,0.233903871456693,Non_essentialty,Non_specific,1,0.374162,0.374162,1,0.374162,0.374162,FALSE,FALSE,"(3.74e+03,5.4e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,TRUE
TSPYL6,ENSG00000178021,2,6.14219667782214,Eutheria,Eutheria,4,6,99,7,2,14,18,3052,1233,0.403997379,3052,410,1,48.79,950,1,0,950,1.764,0.38796,2.308641975,0.049382716,,0.009,0.0194,Intermediate,Tolerant,,0.511111111,0.108247423,Intermediate pleiotropy,3rd,5,50,,Singletons,8.71172698946698,Intermediate pleiotropy,2nd,4,37,FALSE,FALSE,FALSE,FALSE,2,1,,22,6,-0.0261448457933783,0.0261448457933783,Non_essentialty,Specific,1,0.415227,0.415227,2,0.1157251,0.1157251,FALSE,FALSE,"(2.35e+03,3.74e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,TRUE
TSR1,ENSG00000167721,17,7.82070932715929,Euteleostomi,Euteleostomi,1,1,429,1,2,2,4290,5545,2415,0.465497301,5188,804,5,45.82,3835,15,14,3835,1.08566666666667,1.12566666666689e-11,2.343096234,0.133891213,0.535,0.0093,0.0098,Tolerant,Tolerant,0.14728972,0.075268817,0.387755102,High pleiotropy,5th,10,91,,Singletons,15.0915903503446,High pleiotropy,5th,10,96,FALSE,FALSE,FALSE,FALSE,6,0.2009863,141,24,89,-1.31258754877136,1.31258754877136,Essentialty,Non_specific,1,0.358761,0.358761,1,0.358761,0.358761,TRUE,TRUE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
TSR3,ENSG00000007520,16,6.16989673188963,Euteleostomi,Euteleostomi,1,1,429,1,,1,645,1210,939,0.776033058,1210,312,2,62.41,947,6,5,947,1.649,1.9541e-13,2.268907563,0.084033613,0.7695,0.0267,0.0366,Tolerant,Tolerant,0.163092917,0.153558052,0.076502732,Intermediate pleiotropy,3rd,6,51,,Singletons,11.0547418372668,Intermediate pleiotropy,4th,8,76,TRUE,FALSE,FALSE,FALSE,2,0.081103504,,10,20,-0.0993853773993203,0.0993853773993203,Non_essentialty,Non_specific,2,0.0715296,0.0715296,2,0.0715296,0.0715296,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","[0.00191,0.0795]",TRUE,FALSE
TSSC1,ENSG00000032389,2,5.82121560475412,,,,,,1,1,2,1064,5775,1245,0.693593315,1795,414,14,48.27,42969,10,9,42956,,,1.932773109,0.092436975,0.725,0.0161,0.0242,,,0.047586207,0.223602484,0.049586777,Intermediate pleiotropy,2nd,3,22,,Singletons,7.96836370987346,Intermediate pleiotropy,2nd,3,23,TRUE,FALSE,FALSE,FALSE,,0.382346373,3,,,,,,Non_specific,2,0.372938,0.372938,2,0.3824635,0.3824635,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","[1,2]","(0.353,0.5]",FALSE,FALSE
TSSC4,ENSG00000184281,11,5.55465863853001,Tetrapoda,Tetrapoda,2,2,352,2,12,7,544,2659,798,0.516839378,1544,265,10,62.64,1095,4,3,1095,1.8920625,0.0524004580625,2.085470085,0.05982906,1.1763,0.0253,0.0368,Tolerant,Tolerant,0.199693956,0.067193676,0.323369565,Low pleiotropy,1st,1,5,,Singletons,6.00970605287066,Low pleiotropy,1st,1,3,TRUE,TRUE,TRUE,FALSE,9,0.252725792,1,12,,0.15145625921502,-0.15145625921502,Non_essentialty,Non_specific,5,0.172042804,0.072644,5,0.184984404,0.137352,FALSE,FALSE,"(2.35e+03,3.74e+03]","[1,1.92e+03]","(3,61]","[0.00191,0.0795]",FALSE,FALSE
TSSK1B,ENSG00000212122,5,5.8471782501766,Eutheria,Eutheria,4,6,99,6,,6,3,2478,1104,0.445520581,2478,367,1,52.38,743,1,0,743,1.462,0.030429,2.110294118,0.066176471,0.5705,,,Tolerant,Tolerant,0.136722174,,,Intermediate pleiotropy,2nd,3,25,,Singletons,7.94670701690141,Intermediate pleiotropy,2nd,3,22,FALSE,FALSE,FALSE,FALSE,,1,,1,11,0.041261336677346,-0.041261336677346,Non_essentialty,Specific,1,0.395402,0.395402,1,0.177755,0.177755,FALSE,FALSE,"(2.35e+03,3.74e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,TRUE
